Property,Type,Cardinality,Guideline,Vocab,Count,Descr,Data
name,Text,One,Minimum,,16,The name of the item.,"['Mida v0.3.6 Released', 'Lawrence Woodman', 'Mida v0.3.3 Released', 'Lawrence Woodman', 'Mida v0.3.2 Released', 'Lawrence Woodman', 'Mida v0.3.1 Released', 'Lawrence Woodman', 'Mida v0.3.0 Released', 'Lawrence Woodman', 'Mida v0.2.0 Released', 'Lawrence Woodman', 'Mida v0.1.3 Released', 'Lawrence Woodman', 'Mida v0.1.0 Released', 'Lawrence Woodman']"
